client_id,date,total_lmp_0,total_lmp_1,total_lmp_2,total_lmp_3,total_lmp_4,total_lmp_5,total_lmp_6,total_lmp_7,total_lmp_8,total_lmp_9,total_lmp_10,total_lmp_11,total_lmp_12,total_lmp_13,total_lmp_14,total_lmp_15,total_lmp_16,total_lmp_17,total_lmp_18,total_lmp_19,total_lmp_20,total_lmp_21,total_lmp_22,total_lmp_23,congestion_0,congestion_1,congestion_2,congestion_3,congestion_4,congestion_5,congestion_6,congestion_7,congestion_8,congestion_9,congestion_10,congestion_11,congestion_12,congestion_13,congestion_14,congestion_15,congestion_16,congestion_17,congestion_18,congestion_19,congestion_20,congestion_21,congestion_22,congestion_23,temp_c_mean,temp_c_min,temp_c_max,humidity_mean,wind_speed_mean,solar_irradiance_mean,solar_irradiance_max,day_of_week,bess,client_name
1,2025-01-01,21.74849,21.16358,20.38771,20.4514,20.40425,21.2085,21.30233,24.24755,24.58217,24.08733,24.00076,24.01389,23.69502,23.40599,23.69192,24.45153,27.70576,34.28103,34.07214,33.48696,33.23216,30.59848,29.94684,27.81136,0.0316021052631576,-0.095534210526317,-0.2312342105263205,-0.2277500000000003,-0.1793647368421034,0.1439068421052667,-0.416948947368418,-1.347523157894738,-0.2445384210526278,0.5030873684210526,0.36372157894737,0.3123047368421048,0.3434536842105267,0.3354310526315771,0.4529826315789478,0.4853826315789469,0.5290189473684244,0.8904252631579013,0.8467110526315764,0.6372884210526308,0.558144210526315,0.2011310526315775,0.0553063157894762,-0.1029168421052624,8.691666666666666,6.1,10.5,79.625,24.733333333333334,84.5,440.0,2,6,AECO
1,2025-01-02,24.20358,22.83735,22.5295,22.52971,23.12871,23.47193,30.55566,41.34924,34.54323,33.16022,33.66141,32.8031,30.30806,30.28156,30.29409,30.16748,38.27516,54.52571,45.43488,40.5552,40.20713,38.9546,35.92101,32.90742,-0.8950189473684205,-0.9011768421052616,-0.9510394736842116,-0.9956057894736824,-1.543561578947369,-3.700749473684208,-5.250376842105265,-3.71658,-2.4157200000000003,-1.0725547368421076,-0.0079978947368459,0.1753284210526331,0.2015247368421064,0.3588336842105271,0.3639268421052648,0.1591105263157892,0.575909473684213,1.233492105263153,0.5035847368421074,0.6396673684210512,0.8359421052631575,0.8067305263157891,0.8236447368421054,0.7007000000000048,3.3208333333333333,0.3,5.4,54.5,25.975,110.70833333333331,465.0,3,6,AECO
1,2025-01-03,30.30903,30.16175,29.3494,29.43401,29.76923,31.7362,39.78318,46.07797,40.25858,35.52266,34.20983,32.91347,31.50671,30.7999,30.27865,31.56228,34.72402,44.19272,42.19049,39.67925,39.17352,37.76525,35.99784,34.28955,0.6224405263157884,0.6806694736842118,0.6973252631578966,0.7574252631578986,0.8236521052631609,0.7448736842105284,0.8710384210526314,1.3802484210526345,0.6434689473684259,0.8211210526315824,0.4098863157894712,0.5169910526315746,0.5761036842105298,0.776057368421057,0.8655457894736855,0.7329284210526303,0.953126842105263,1.2238768421052697,0.831841578947369,0.7701089473684206,1.0085026315789565,1.1198347368421082,1.0924910526315728,1.2765899999999988,0.9541666666666666,-2.2,3.5,58.625,17.875,84.16666666666667,370.0,4,6,AECO
1,2025-01-04,35.87976,35.15686,34.62743,34.78159,35.66651,35.39845,38.4963,44.68249,42.41237,37.87845,38.35676,37.61876,36.5979,35.36389,34.37238,35.56221,43.9726,58.46254,51.54553,46.0604,43.24071,44.05901,45.09712,41.01354,0.7404715789473642,0.4489178947368444,0.4304473684210492,0.1513473684210566,0.2152052631578982,0.1295773684210459,-0.7742963157894778,-0.6241321052631577,0.5904110526315804,0.868990526315784,1.35024421052632,1.2867905263157908,1.2546305263157933,1.5648326315789447,1.5210842105263185,1.423363157894734,2.0466457894736862,3.0572468421052648,2.1917889473684156,0.35369578947369,-0.8195515789473689,0.2509615789473685,1.654937368421045,0.0431447368421089,-0.8375,-2.3,1.5,59.25,25.425,107.20833333333331,469.0,5,6,AECO
1,2025-01-05,40.98172,38.86351,37.30172,37.65324,37.64716,38.57284,41.73369,50.21322,43.22618,34.64527,35.16706,34.92782,34.78421,34.32779,35.01572,34.28604,38.80649,47.84391,44.8198,42.45139,41.07587,37.8371,36.35841,34.04588,1.5388142105263185,1.249489473684207,1.0669178947368465,0.6192231578947371,0.4088068421052568,0.1820594736842054,-0.0559026315789452,0.3534515789473715,0.4937042105263103,0.2801884210526282,0.7414515789473697,0.6143673684210498,0.6980221052631634,0.7554942105263152,1.3682273684210529,0.9287036842105252,1.1451531578947325,1.963867894736843,1.5852263157894768,1.4589400000000057,1.292524736842111,1.21457526315789,1.3398047368421049,1.3699278947368398,-2.8625000000000003,-4.6,-0.3,49.666666666666664,23.395833333333332,115.625,483.0,6,6,AECO
1,2025-01-06,35.70175,35.28844,34.09165,34.62297,34.97212,40.05916,49.987,58.70358,59.40963,60.13851,62.99713,59.5895,56.53905,52.68862,49.89925,45.62983,50.8806,67.76437,60.77725,57.12596,56.95476,48.9138,44.81601,41.20034,1.6702521052631525,1.5995094736842077,1.522732631578947,1.656458947368428,1.4414994736842104,1.314364210526314,0.1833368421052696,1.7497794736842138,1.0573473684210557,0.953108421052633,1.0147415789473726,0.7028878947368398,-0.3143115789473683,-0.8804842105263191,-1.1435773684210488,-2.113276842105265,0.7650694736842141,2.769404210526318,2.1826626315789426,1.2828768421052672,2.6087673684210557,0.9901689473684244,1.0921357894736872,0.6585231578947344,-2.3291666666666666,-3.5,-1.9,70.875,10.925,28.125,121.0,0,6,AECO
1,2025-01-07,44.25394,43.84758,43.59487,42.70978,44.89344,53.48253,67.46521,97.70332,68.78936,58.28542,73.90439,66.60637,63.66586,61.28376,55.0122,58.05443,65.58149,85.35266,79.61819,72.2095,69.26522,64.82927,63.33308,55.5683,1.9914157894736848,1.8555826315789472,1.6505584210526294,1.5344905263157926,1.7672963157894728,2.3878994736842074,-2.788523157894744,-0.1612252631578883,1.3847989473684237,3.505383157894741,9.633285789473687,9.85034684210526,8.546228947368427,8.655783684210526,5.786437368421055,7.476080000000003,7.659592631578953,5.970114210526319,4.0009505263157905,4.074996842105264,2.8165389473684144,4.005973157894729,6.586157894736843,2.942948421052634,-4.066666666666666,-7.6,-1.3,72.33333333333333,26.508333333333336,121.33333333333331,509.0,1,6,AECO
1,2025-01-08,57.53602,55.60334,55.45855,55.67258,57.43489,65.87512,91.11533,136.42178,81.47584,72.18945,83.33984,73.60387,68.94409,66.85372,64.63232,66.65461,84.99193,115.33396,96.03281,86.84976,84.47446,78.61843,72.85831,67.39363,3.982601578947367,4.000123157894734,4.000496842105264,4.172589473684212,4.413556315789478,6.110935789473672,7.238109473684204,14.494541578947375,6.826142631578946,7.072838421052623,11.366005263157888,10.110571578947372,10.49040105263159,10.979611052631576,10.496988421052636,11.090295789473686,17.590203684210522,19.59586315789474,13.351283684210514,10.93337210526316,10.33659999999999,10.430752105263153,8.845053684210527,5.553126315789477,-3.7083333333333335,-6.2,-1.9,60.125,24.620833333333337,110.41666666666669,512.0,2,6,AECO
1,2025-01-09,67.26126,63.84229,63.68768,64.1837,67.01073,72.58032,94.28274,125.98104,91.04328,68.85183,57.41085,55.465,51.03556,43.65298,43.05659,46.87603,60.81943,84.04744,69.26447,65.38389,61.80398,61.79918,61.4713,58.28967,6.033164736842096,5.558956315789466,5.62380684210526,5.509869473684212,5.22960736842105,5.193287894736841,1.0689652631578923,-2.911458421052643,4.05137315789473,5.8689157894736965,4.593820000000001,4.750777894736842,4.240207368421046,2.1018384210526335,2.4125921052631583,3.0230100000000064,6.593988421052629,8.097717894736832,4.03494315789473,1.921606315789468,1.683814736842109,3.3952847368421075,5.164532105263156,5.015594736842104,-5.179166666666666,-8.1,-1.6,57.75,29.47083333333333,122.0,501.0,3,6,AECO
1,2025-01-10,57.63166,54.07395,54.69961,55.61403,57.0167,59.67777,76.69519,100.75794,67.20436,60.74508,49.38101,47.48291,45.23784,44.91781,44.99369,45.91313,48.85639,60.12196,48.97487,46.0614,44.77694,43.47949,43.30364,41.83378,4.38756789473684,3.461542105263163,3.188181578947372,3.6385378947368423,3.8449415789473704,3.0414721052631535,-4.407674210526324,-2.324145789473675,0.7365615789473594,2.6123084210526315,1.5810826315789512,1.2414899999999918,1.5668857894736803,1.626446842105267,1.3262205263157938,1.5132447368421111,1.2471505263157852,2.2387294736842023,-0.2854984210526297,0.9438289473684236,1.3175526315789554,1.2760605263157885,2.054012105263162,2.491581052631574,-1.4291666666666665,-4.7,3.0,55.208333333333336,21.2375,110.54166666666669,484.0,4,6,AECO
